sr_No,ticker,company,sector,industry,country,marketCap,peRatio,price,change,volume,fwdPERatio,peg,psRatio,pbRatio,pcRatio,pfcFRatio,epsThisYear,divident,roa,roe,roi,currR,quickR,ltDeptEq,debtEq,outstanding,float,insiderOwn,insiderTran,instOwn,instTran,floatShort,shortRatio,perfWeek,perfMonth,perfQuart,perfHalf,perfYear,perfYTD,volatilityWeek,volatilityMonth,recom,beta,atr,sma20,sma50,sma200,52W_High,52W_Low,rsi,price,loadDate
256,IVZ,Invesco Ltd.,Financial,Asset Management,USA,14.77B,16.08,36.05,-0.003,2448831,12.52,1.14,3.05,1.78,8.61,4476.32,-0.087,0.0322,0.034,0.12,0.06,-,-,0.77,0.77,409.76M,401.00M,0.004,-0.032,0.877,0.0046,0.0135,2.3,-0.0228,0.007,0.0371,0.1144,0.2944,0.1882,0.0159,0.014,2,1.81,0.59,-0.0112,0.0411,0.0853,-0.045,0.3071,54.32,36.05,4-Nov-2017
257,JBHT,J.B. Hunt Transport Services Inc.,Services,Trucking,USA,11.66B,28.56,107.22,-0.0015,736153,24.23,2.25,1.68,8.35,1596.7,44.9,0.041,0.0086,0.115,0.312,0.191,1.5,-,0.67,0.67,108.71M,85.42M,0.186,-0.0981,0.732,0.0005,0.0271,2.49,-0.0218,0.0033,0.1827,0.2201,0.3339,0.1046,0.0228,0.0214,2.1,1.06,2.3,0.0113,0.0286,0.1254,-0.0425,0.3382,54.1,107.22,4-Nov-2017
258,JCI,Johnson Controls International plc,Consumer Goods,Auto Parts,USA,38.05B,-,40.68,0.0007,3560733,13.73,-,0.72,1.93,81.31,-,-1.86,0.0246,-,-,-0.017,1.2,0.9,0.6,0.72,935.40M,927.16M,0.003,-0.0007,0.902,-0.0005,0.0262,5.13,-0.0408,-0.0126,0.0226,-0.0319,-0.0032,-0.0124,0.0175,0.0163,2.3,0.86,0.72,-0.0183,0.0055,-0.0177,-0.1189,0.1072,46.13,40.68,4-Nov-2017
259,JEC,Jacobs Engineering Group Inc.,Services,Technical Services,USA,7.14B,31.42,59.29,0.0094,589666,17.22,3.39,0.71,1.67,9.41,12.75,-0.279,0.0101,0.032,0.055,0.048,1.6,1.6,0.07,0.07,120.36M,118.81M,0.003,0,0.872,-0.0012,0.0105,1.72,0.0099,0.0085,0.1334,0.0837,0.1619,0.0402,0.014,0.0122,-,1.51,0.76,0.014,0.0401,0.0735,-0.0651,0.2061,64.46,59.29,4-Nov-2017
260,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - Major,USA,376.05B,24.34,140.08,0.0011,2736416,17.84,3.49,5.06,5.24,29.26,42.58,0.083,0.024,0.114,0.231,0.17,1.3,1,0.38,0.48,2.68B,2.68B,0.0005,-0.128,0.681,0.0025,0.0055,2.78,-0.012,0.0517,0.0543,0.1366,0.2178,0.2159,0.0096,0.0131,2.5,0.81,1.75,0.0067,0.0385,0.0892,-0.0296,0.2814,58.71,140.08,4-Nov-2017
261,JNPR,Juniper Networks Inc.,Technology,Networking & Communication Devices,USA,9.21B,14.53,24.55,0.0061,4558032,11.4,1.17,1.78,1.84,2.93,8.35,-0.037,0.0163,0.064,0.123,0.092,2.5,2.4,0.42,0,375.18M,370.45M,0.002,-0.2757,0.944,0.0099,0.0664,5.4,-0.0258,-0.1371,-0.1322,-0.1948,-0.0145,-0.1313,0.0176,0.0214,2.9,1.07,0.57,-0.05,-0.0892,-0.1261,-0.207,0.0285,34.52,24.55,4-Nov-2017
262,JPM,JPMorgan Chase & Co.,Financial,Money Center Banks,USA,356.75B,14.54,101.41,-0.0018,7084587,13.28,1.65,5.77,1.55,0.31,-,0.04,0.0221,0.011,0.125,0.059,-,-,1.26,1.26,3.52B,3.48B,0.001,-0.0105,0.754,-0.0007,0.0078,2.32,-0.0035,0.0445,0.0786,0.1643,0.483,0.1752,0.0111,0.0119,2.5,1.21,1.22,0.0246,0.0645,0.1235,-0.0099,0.4993,71.99,101.41,4-Nov-2017
263,JWN,Nordstrom Inc.,Services,Apparel Stores,USA,6.59B,18.23,38.5,-0.0216,1641315,12.72,3.04,0.44,8.16,7.18,19.45,-0.361,0.0384,0.046,0.456,0.13,1,0.4,3.48,3.49,171.27M,113.90M,0.085,0,0.667,-0.0019,0.1883,8.73,-0.0603,-0.1406,-0.1893,-0.2094,-0.2332,-0.1967,0.0262,0.0234,3,0.86,1.07,-0.0769,-0.1293,-0.1471,-0.3871,-0.0199,27.17,38.5,4-Nov-2017
264,K,Kellogg Company,Consumer Goods,Processed & Packaged Goods,USA,21.49B,27.97,61.96,-0.0067,3072320,14.64,4.56,1.68,11.78,64.33,56.55,0.137,0.0349,0.051,0.395,0.12,0.7,0.4,3.88,4.5,346.80M,342.62M,0.198,-0.0015,0.884,-0.0033,0.0727,8.28,0.0282,-0.0118,-0.1162,-0.1477,-0.1624,-0.1594,0.023,0.0153,2.9,0.5,1.2,0.0076,-0.0316,-0.1097,-0.2094,0.0545,47.58,61.96,4-Nov-2017
265,KEY,KeyCorp,Financial,Regional - Midwest Banks,USA,20.29B,16.11,18.51,0.0038,8553394,12.27,1.92,4.68,1.4,6.65,-,-0.24,0.0205,0.006,0.062,0.095,-,-,0.93,0.93,1.10B,1.08B,0.002,-0.1224,0.828,0.0109,0.0086,0.84,0.0076,-0.0139,0.0104,-0.0086,0.3259,0.0131,0.0161,0.0178,2.2,1.09,0.33,0.0059,0.0245,0.0175,-0.0522,0.3365,59.05,18.51,4-Nov-2017
266,KHC,The Kraft Heinz Company,Consumer Goods,Food - Major Diversified,USA,95.02B,24.96,78,-0.0004,4077559,19.92,2.5,3.63,1.63,65.76,-,-,0.0321,0.032,0.066,0.053,1,0.5,0.51,0.53,1.22B,600.72M,0.001,0,0.868,-0.0006,0.0235,4.09,0.0091,-0.0032,-0.1037,-0.1283,-0.0957,-0.1067,0.0197,0.013,2.7,-,1.14,0.0079,-0.0142,-0.1027,-0.2022,0.0371,50.62,78,4-Nov-2017
267,KIM,Kimco Realty Corporation,Financial,REIT - Retail,USA,7.89B,37.82,18.57,-0.0206,4446933,31.11,6.84,6.67,1.51,50.39,-,-0.658,0.0603,-,-,0.018,-,-,1.06,1.06,424.94M,414.30M,0.002,0.0334,0.923,0.0078,0.0483,5.74,0.0114,-0.0373,-0.0924,-0.0443,-0.2572,-0.2619,0.0275,0.0234,2.5,0.66,0.47,-0.0183,-0.0428,-0.0965,-0.3027,0.0911,41.81,18.57,4-Nov-2017
268,KLAC,KLA-Tencor Corporation,Technology,Semiconductor Equipment & Materials,USA,16.80B,16.29,106.3,-0.0008,1156007,14.29,1.42,4.54,12.55,5.56,24.1,0.309,0.0222,0.18,0.892,0.242,3.4,2.8,2.02,2.21,158.03M,156.68M,0.001,-0.41,0.922,0.0031,0.0211,2.67,-0.0164,0.0455,0.1553,0.0577,0.4234,0.351,0.0285,0.0212,2.5,1.68,2.51,-0.0029,0.0478,0.0987,-0.0337,0.4367,53.91,106.3,4-Nov-2017
269,KMB,Kimberly-Clark Corporation,Consumer Goods,Personal Products,USA,39.38B,18.28,110.79,-0.0068,1900439,16.96,3.36,2.16,151.77,60.12,48.86,1.165,0.035,0.146,-,0.318,1,0.6,27.47,29.75,355.45M,350.57M,0.0034,-0.0256,0.726,0.0018,0.0336,6.8,-0.0144,-0.0569,-0.0875,-0.1366,-0.0252,-0.0292,0.0166,0.0164,3,0.77,1.94,-0.0343,-0.059,-0.1168,-0.1866,0.0042,33.42,110.79,4-Nov-2017
270,KMI,Kinder Morgan Inc.,Basic Materials,Oil & Gas Pipelines,USA,39.55B,31.85,17.74,-0.0034,13225641,25.45,3.18,2.94,1.12,73.38,84.51,1.391,0.0282,0.015,0.036,0.027,0.4,0.4,1,1.09,2.23B,1.93B,0.1361,0.0017,0.609,0.0011,0.0238,4.55,-0.0161,-0.0712,-0.1196,-0.1196,-0.1099,-0.1434,0.0173,0.0157,2.2,0.63,0.3,-0.0394,-0.0638,-0.1165,-0.229,0.0006,28.8,17.74,4-Nov-2017
271,KMX,CarMax Inc.,Services,Auto Dealerships,USA,13.80B,20.67,75.19,-0.0104,699156,18.5,1.57,0.83,4.3,534.96,-,0.075,-,0.042,0.219,0.041,2.3,0.5,3.82,3.94,183.56M,181.21M,0.006,-0.4225,-,-0.0089,0.079,8.63,0.0112,-0.0155,0.1422,0.2473,0.5153,0.1677,0.0182,0.013,2.6,1.52,1.14,-0.0012,0.0415,0.1523,-0.0316,0.5829,55.71,75.19,4-Nov-2017
272,KO,The Coca-Cola Company,Consumer Goods,Beverages - Soft Drinks,USA,196.76B,43.74,45.97,0.002,4722272,23.22,8.59,5.27,8.87,7.18,-,-0.104,0.0322,0.051,0.202,0.102,1.4,1.3,1.47,2.22,4.28B,4.24B,0.001,-0.1734,0.661,-0.0003,0.0069,3.19,-0.0022,0.0099,0.0072,0.0474,0.0937,0.1088,0.0065,0.008,2.5,0.71,0.41,-0.0029,0.0024,0.0397,-0.0215,0.1527,48.74,45.97,4-Nov-2017
273,KORS,Michael Kors Holdings Limited,Consumer Goods,Textile - Apparel Clothing,United Kingdom,7.33B,14.75,47.62,-0.0065,3982281,12.58,-,1.64,4.65,26.78,8.19,-0.26,-,0.205,0.317,0.32,2,1,0,0.1,153.90M,144.70M,0.041,0,0.9,0.0074,0.0676,4.34,-0.0286,0.0002,0.2791,0.2453,-0.0129,0.108,0.0204,0.0174,2.8,0.04,0.85,-0.0202,0.0298,0.2,-0.09,0.4707,48.24,47.62,4-Nov-2017
274,KR,The Kroger Co.,Services,Grocery Stores,USA,19.36B,13.01,21.5,0.0151,11221246,11.09,-,0.16,3.13,23.64,20.55,-0.008,0.0233,0.042,0.24,0.119,0.9,0.3,2.13,2.28,900.34M,880.95M,0.006,-0.004,0.788,-0.0042,0.0983,5.61,0.0452,0.0386,-0.1178,-0.2566,-0.3069,-0.377,0.0224,0.0269,2.6,0.82,0.53,0.0317,0.0218,-0.1859,-0.41,0.0919,55.92,21.5,4-Nov-2017
275,KSS,Kohl's Corporation,Services,Department Stores,USA,7.43B,10.82,42.03,-0.005,4864169,11.28,1.57,0.4,1.4,13.46,15.19,-0.1,0.0523,0.05,0.133,0.088,1.8,0.3,0.88,0.91,176.74M,166.93M,0.007,-0.0005,-,-0.0062,0.2124,9.1,-0.0129,-0.0506,-0.0162,0.0697,-0.0155,-0.1488,0.0279,0.0238,2.7,1.25,1.15,-0.0248,-0.0269,0.0436,-0.2956,0.1954,42.58,42.03,4-Nov-2017
276,KSU,Kansas City Southern,Services,Railroads,USA,10.90B,20.59,104.86,-0.0084,1497873,17.77,1.56,4.32,2.68,123.32,13.98,0.009,0.0137,0.06,0.131,0.097,0.7,0.5,0.55,0.65,103.96M,102.89M,0.005,-0.0316,0.892,-0.0018,0.0105,1.05,0.0058,-0.0237,0.0165,0.14,0.1919,0.2358,0.0146,0.0202,2.3,0.86,1.94,0.0063,-0.0032,0.0839,-0.0391,0.3265,50.93,104.86,4-Nov-2017
277,L,Loews Corporation,Financial,Property & Casualty Insurance,USA,16.85B,14.65,49.61,0.0022,901253,16.02,3.82,1.26,0.89,47.19,10.04,1.697,0.005,0.015,0.062,0.043,-,-,0.59,0.6,339.55M,277.08M,0.022,-0.1574,0.636,0.0031,0.0052,1.66,0.0346,0.0145,0.012,0.0609,0.1854,0.0594,0.0155,0.0108,2.5,0.74,0.56,0.0155,0.0355,0.0487,-0.0064,0.1989,68.45,49.61,4-Nov-2017
278,LB,L Brands Inc.,Services,Apparel Stores,USA,13.12B,13.75,46.72,-0.0081,5643074,14.29,1.8,1.07,-,9.65,267.73,-0.057,0.0514,0.125,-1.076,0.293,1.7,1,-,-,280.80M,238.13M,0.002,0.012,0.824,0.0032,0.1028,5.11,0.045,0.0918,0.0772,-0.1026,-0.2822,-0.2904,0.0367,0.0324,2.8,0.69,1.68,0.084,0.1468,-0.0218,-0.3812,0.3349,67.79,46.72,4-Nov-2017
279,LEG,Leggett & Platt Incorporated,Consumer Goods,Home Furnishings & Fixtures,USA,6.26B,18.65,46,-0.0024,698466,16.76,-,1.62,5.52,18.67,52.09,0.153,0.0313,0.123,0.348,0.194,2.1,1.3,1.04,1.05,136.00M,131.28M,0.008,-0.0524,0.721,0.0028,0.0395,5.16,-0.0698,-0.0512,-0.0462,-0.1394,0.0247,-0.0589,0.0224,0.0173,2.3,1.05,0.93,-0.0416,-0.0211,-0.0744,-0.1632,0.0657,40.47,46,4-Nov-2017
280,LEN,Lennar Corporation,Industrial Goods,Residential Construction,USA,12.70B,15.73,54.62,-0.0087,4466348,11.25,1.7,1.04,1.68,15.16,45.92,0.137,0.0029,0.033,0.074,0.069,-,-,0.91,0.91,232.45M,209.42M,0.017,-0.0137,0.941,-0.0075,0.0316,2.72,-0.0584,-0.0259,0.0061,0.0957,0.3404,0.2723,0.0274,0.0167,-,1.3,1.15,-0.0354,0.0178,0.057,-0.0736,0.3765,45.2,54.62,4-Nov-2017
281,LH,Laboratory Corporation of America Holdings,Healthcare,Medical Laboratories & Research,USA,15.74B,21.45,153.74,0.0127,462849,14.77,2.35,1.56,2.68,52.49,16.36,0.614,-,0.052,0.135,0.083,1.4,1.3,0.95,1.04,102.40M,102.18M,0.003,-0.4296,0.974,0.0049,0.0226,3.56,-0.0107,0.0136,-0.0283,0.0812,0.264,0.1975,0.0161,0.0152,2.2,0.88,2.34,0.0164,0.0051,0.0476,-0.0638,0.2864,53.67,153.74,4-Nov-2017
282,LKQ,LKQ Corporation,Consumer Goods,Auto Parts,USA,11.76B,23.76,37.71,-0.0008,1258314,17.8,0.89,1.29,3.01,38.75,26.39,0.07,-,0.059,0.136,0.077,2.9,1.2,0.75,0.77,311.89M,306.25M,0.007,-0.0426,0.958,-0.0013,0.0178,4.16,0.0264,0.025,0.093,0.2002,0.209,0.2303,0.0252,0.0169,1.6,0.96,0.69,0.0157,0.0488,0.1542,-0.0118,0.354,61.55,37.71,4-Nov-2017
283,LLL,L3 Technologies Inc.,Industrial Goods,Aerospace/Defense Products & Services,USA,14.59B,25.64,186.52,-0.0055,525424,20.47,6.1,1.32,2.92,33.23,20.84,1.35,0.0161,0.047,0.12,0.103,1.8,1.6,0.67,0,78.20M,77.85M,0.007,-0.11,0.806,-0.0028,0.0129,2.01,-0.0136,-0.0153,0.0563,0.1236,0.3914,0.2262,0.0135,0.0126,2.3,1.17,2.54,-0.0059,0.0012,0.0793,-0.0285,0.409,49.01,186.52,4-Nov-2017
284,LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - Major,USA,92.27B,39.77,83.51,0.0046,1535373,18.01,3.42,4.11,6.25,16.98,25.62,0.141,0.0249,0.056,0.152,0.116,1.4,1,0.7,0.87,1.10B,1.10B,0.112,-0.0117,0.779,-0.0006,0.0115,3.67,-0.0042,-0.0472,0.0175,0.0352,0.1581,0.1354,0.0172,0.0157,2.3,0.34,1.39,-0.0213,-0.0025,0.0176,-0.0626,0.3012,44.33,83.51,4-Nov-2017
285,LM,Legg Mason Inc.,Financial,Asset Management,USA,3.59B,16.01,38.69,0.0042,667395,12.03,0.88,1.2,0.92,-,-,9.576,0.0289,-,-,0.054,-,-,-,-,92.83M,91.28M,0.012,-0.7916,0.916,0.0078,0.0685,7.44,-0.0085,0.001,-0.0031,0.0635,0.3647,0.2935,0.019,0.0215,-,2.28,0.8,0.0101,0.0162,0.0321,-0.0806,0.3769,55.09,38.69,4-Nov-2017
286,LMT,Lockheed Martin Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,89.24B,25.13,309.99,-0.0028,652227,23.09,5.42,1.8,42.41,30.34,36.19,0.247,0.0258,0.075,2.285,0.28,1.3,0.9,6.8,0,287.89M,287.71M,0.001,-0.243,0.798,0.0008,0.0084,2.27,0.0065,-0.0146,0.0432,0.1376,0.2987,0.2403,0.01,0.0112,2.2,0.57,3.56,-0.0154,0.0012,0.091,-0.0379,0.3124,46.75,309.99,4-Nov-2017
287,LNC,Lincoln National Corporation,Financial,Life Insurance,USA,16.68B,11.56,75.64,-0.0141,1187817,9.8,1.44,1.19,1.06,8.43,24.06,0.112,0.0153,0.006,0.098,0.079,-,-,0.31,0.33,220.47M,220.47M,0.0044,-0.0433,0.856,0.0051,0.0249,4.31,-0.0219,0.0099,0.0226,0.1023,0.4725,0.1414,0.0226,0.0162,2.5,2.03,1.32,-0.0004,0.0443,0.0917,-0.0234,0.5116,57.68,75.64,4-Nov-2017
288,LNT,Alliant Energy Corporation,Utilities,Electric Utilities,USA,10.04B,25.92,43.83,0.0179,2344866,20.53,3.46,3.01,2.48,1375.6,-,-0.025,0.0287,0.029,0.098,0.057,0.7,0.5,1.08,1.17,229.11M,229.11M,0.0019,-0.0074,0.705,0.0049,0.0239,4.68,0.0018,0.0461,0.0618,0.1015,0.1817,0.1568,0.0161,0.0119,2.1,0.45,0.57,0.016,0.0259,0.0787,-0.0032,0.2566,60.47,43.83,4-Nov-2017
289,LOW,Lowe's Companies Inc.,Services,Home Improvement Stores,USA,65.63B,21.96,77.92,0.0166,5405927,15.12,1.63,0.97,11.84,38.4,17.78,0.274,0.021,0.084,0.503,0.169,1,0.2,2.85,2.91,842.32M,831.67M,0.001,-0.0503,0.771,0.0039,0.0117,1.52,-0.0334,-0.0528,-0.0051,-0.094,0.1701,0.0956,0.0213,0.0157,2.3,1.13,1.4,-0.0349,-0.0119,-0.0138,-0.0966,0.2012,40.34,77.92,4-Nov-2017
290,LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA,33.57B,18.9,207.07,0.0012,1883149,13.77,1.07,3.79,4.62,5.43,17.04,0.77,0.0087,0.169,0.297,0.181,3.3,2.8,0.27,0.35,162.14M,161.81M,0.002,-0.2209,0.976,0.006,0.0659,4.97,-0.0045,0.1326,0.3287,0.3886,1.1742,0.9585,0.0253,0.022,2,1.64,4.7,0.0444,0.1345,0.3738,-0.0161,1.2102,67.73,207.07,4-Nov-2017
291,LUK,Leucadia National Corporation,Financial,Investment Brokerage - National,USA,9.15B,15.17,25.75,0.0118,1323078,16.94,0.84,0.83,0.91,0.68,13.1,-0.533,0.0155,0.014,0.061,0.005,2.1,1.2,2.01,2.05,355.43M,320.38M,0.058,0,0.777,0.0036,0.0108,2.35,-0.0004,0.013,-0.0145,-0.0134,0.4227,0.1075,0.0205,0.0158,1,1.3,0.41,0.0102,0.0467,0.0178,-0.058,0.441,63.89,25.75,4-Nov-2017
292,LUV,Southwest Airlines Co.,Services,Regional Airlines,USA,33.01B,15.5,54.14,0.0028,3057630,12.06,1.41,1.57,3.83,10.47,9.42,0.085,0.0092,0.089,0.251,0.206,0.6,0.6,0.34,0.38,609.63M,597.44M,0.003,-0.0595,0.804,0.0015,0.0147,1.58,0.0006,-0.0712,-0.0222,-0.0581,0.3637,0.0863,0.0162,0.0224,1.8,1.33,1.27,-0.0548,-0.0223,-0.0421,-0.1592,0.3703,37.39,54.14,4-Nov-2017
293,LVLT,Level 3 Communications Inc.,Technology,Diversified Communication Services,USA,20.04B,30.35,53.63,0,0,29.66,9.79,2.45,1.72,9.18,21.41,-0.804,-,0.026,0.058,0.057,1.8,1.8,0.94,0.96,373.58M,360.98M,0.007,-0.0262,0.823,0,0.0154,1.97,0.0081,-0.0057,-0.095,-0.1124,-0.0449,-0.0484,0.021,0.0163,2.9,1.15,0.89,-0.0062,-0.0032,-0.0662,-0.1699,0.0553,49.15,53.63,4-Nov-2017
294,LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,Netherlands,42.73B,11.72,105.58,0.0197,2075370,11.21,1.8,1.34,6.17,21.24,22.48,-0.047,0.0341,0.154,0.572,0.244,2.4,1.5,1.24,1.32,404.68M,317.23M,0.1985,-0.0001,0.777,0.0026,0.0354,4.64,0.0664,0.0613,0.1847,0.307,0.3482,0.2308,0.0363,0.0196,2.7,1.07,2.22,0.0574,0.0907,0.1803,-0.0209,0.3611,67.15,105.58,4-Nov-2017
295,M,Macy's Inc.,Services,Department Stores,USA,6.06B,8.32,18.36,-0.0224,14874526,6.88,0.45,0.24,1.28,7.74,5.91,-0.381,0.0822,0.034,0.162,0.087,1.4,0.3,1.44,1.44,330.08M,303.58M,0.001,0.1274,0.868,0.0087,0.1708,4.84,-0.0675,-0.127,-0.2207,-0.3596,-0.5023,-0.4873,0.0357,0.0272,2.7,0.91,0.65,-0.092,-0.1255,-0.2701,-0.5957,-0.0081,30.1,18.36,4-Nov-2017
296,MA,Mastercard Incorporated,Financial,Credit Services,USA,156.91B,37.08,149.29,0.007,2338609,28.24,2.2,13.74,27.29,22.55,46.52,0.101,0.0059,0.235,0.75,0.385,1.7,1.7,0.91,0.91,1.05B,933.92M,0.108,-0.0075,0.793,0.0002,0.0087,2.53,0.0052,0.0385,0.145,0.2803,0.4385,0.4459,0.0201,0.0128,1.8,1.21,1.99,0.0187,0.0528,0.2032,-0.0178,0.5003,70.62,149.29,4-Nov-2017
297,MAC,The Macerich Company,Financial,REIT - Retail,USA,7.76B,53.27,54.39,-0.0226,2922867,63.69,-,7.61,2,89.07,-,0.144,0.0522,0.015,0.036,0.011,-,-,1.29,1.29,142.64M,140.64M,0.001,-0.4121,-,-0.0002,0.0734,6.75,-0.0384,-0.0478,-0.1026,-0.095,-0.1893,-0.2322,0.0321,0.0244,2.7,0.81,1.52,-0.0424,-0.0165,-0.096,-0.2584,0.0436,40.77,54.39,4-Nov-2017
298,MAR,Marriott International Inc.,Services,Lodging,USA,45.24B,42,121.55,0.016,4010378,25.56,2.75,2.18,9.39,90.85,34.2,-0.162,0.0109,0.045,0.206,0.07,0.5,0.5,1.61,1.7,372.23M,307.87M,0.007,-0.0825,0.676,0.0006,0.0474,6.44,0.0225,0.0924,0.1449,0.2613,0.7555,0.4701,0.0144,0.0125,2.3,1.34,1.65,0.0469,0.1063,0.2183,0.0024,0.777,81.51,121.55,4-Nov-2017
299,MAS,Masco Corporation,Industrial Goods,General Building Materials,USA,12.26B,23.09,39.02,0.0033,2131804,17.4,1.28,1.63,-,10.06,30.27,0.424,0.0108,0.102,-2.523,0.28,1.9,1.4,-,-,314.17M,311.45M,0.005,-0.139,0.937,-0.0012,0.0167,2.4,-0.0284,0.001,0.0212,0.0566,0.325,0.234,0.0196,0.0166,2.1,1.55,0.7,-0.0096,0.0175,0.0679,-0.0506,0.3281,48.96,39.02,4-Nov-2017
300,MAT,Mattel Inc.,Consumer Goods,Toys & Games,USA,4.94B,-,13.12,0.0061,12914824,15.81,-,0.97,3.13,27.23,-,-0.147,0.0457,-0.097,-0.294,0.09,1.3,0.9,1.31,1.99,376.26M,340.60M,0.003,0.0113,-,0.0434,0.211,7.23,-0.0629,-0.1568,-0.3014,-0.4095,-0.5634,-0.5238,0.0764,0.0359,2.5,0.89,0.65,-0.138,-0.1506,-0.3778,-0.5961,0.0323,32.96,13.12,4-Nov-2017
301,MCD,McDonald's Corporation,Services,Restaurants,USA,136.88B,24.34,168.65,0.0033,1959700,24.1,2.69,5.82,-,57.21,152.08,0.135,0.024,0.149,-2.431,0.234,2.1,2.1,-,-,811.60M,809.17M,0.001,-0.0909,0.703,0.0011,0.0097,2.35,0.0197,0.062,0.0883,0.1692,0.5096,0.3856,0.0113,0.0116,2.1,0.66,1.94,0.0254,0.0501,0.1541,0.0011,0.5217,68.64,168.65,4-Nov-2017
302,MCHP,Microchip Technology Incorporated,Technology,Semiconductor - Broad Line,USA,21.43B,49.74,93.66,0.0021,1392549,16.53,2.16,5.99,6.3,17.42,27.46,-0.513,0.0155,0.06,0.152,0.05,3.1,2.5,0.87,0.88,228.80M,227.88M,0.0208,-0.005,-,-0.0029,0.1294,16.25,-0.0112,0.0258,0.1021,0.2412,0.5707,0.46,0.0183,0.0151,1.9,1.02,1.45,0.0101,0.0419,0.1673,-0.0212,0.5773,58.93,93.66,4-Nov-2017
303,MCK,McKesson Corporation,Services,Drugs Wholesale,USA,30.62B,6.52,137.61,0.004,1750392,10.69,2.1,0.15,2.57,13.09,9.53,1.37,0.0099,0.085,0.513,0.279,1.1,0.6,0.66,0.7,222.54M,209.80M,0.001,-0.7794,0.887,-0.0006,0.0273,2.95,0.0147,-0.1048,-0.1161,-0.0231,0.0619,-0.0202,0.0309,0.0322,2.7,1.22,4.6,-0.0558,-0.0802,-0.0897,-0.1871,0.0645,35.5,137.61,4-Nov-2017
304,MCO,Moody's Corporation,Services,Business Services,USA,28.13B,59.52,146.29,0.0192,1953539,22.92,4.61,7.33,-,8.33,108.52,-0.705,0.0104,0.087,-0.571,0.167,3.7,3.7,-,-,192.28M,190.02M,0.003,-0.3877,0.92,-0.0102,0.0152,4.06,-0.0008,0.0295,0.1334,0.2538,0.4918,0.5518,0.0248,0.0143,2.6,1.36,2.28,0.0138,0.0483,0.19,-0.0116,0.5644,62.15,146.29,4-Nov-2017
305,MDLZ,Mondelez International Inc.,Consumer Goods,Confectioners,USA,62.12B,35.84,40.97,-0.0046,5148769,17.61,3.41,2.43,2.42,40.68,120.15,-0.762,0.0215,0.028,0.068,0.048,0.5,0.4,0.51,0.73,1.52B,1.50B,0.001,-0.5359,0.777,-0.0075,0.0097,1.67,0.0071,-0.0032,-0.0687,-0.0812,-0.054,-0.0758,0.0214,0.0135,2,1,0.7,-0.0029,0.0001,-0.0594,-0.1325,0.0454,49.77,40.97,4-Nov-2017
306,MDT,Medtronic plc,Healthcare,Medical Appliances & Equipment,USA,106.81B,26.36,78.43,0.0072,6935715,15.26,4,3.57,2.11,8.16,43.37,0.167,0.0235,0.042,0.082,0.057,1.6,1.4,0.51,0.67,1.36B,1.35B,0.001,-0.1068,0.845,0.002,0.009,2.3,-0.0353,-0.0136,-0.0704,-0.0585,-0.0388,0.1011,0.0216,0.0144,2.3,1,1.26,-0.0055,-0.0132,-0.043,-0.1258,0.1309,45.91,78.43,4-Nov-2017
307,MET,MetLife Inc.,Financial,Life Insurance,USA,57.88B,563.2,54.63,-0.0197,3555120,11.4,62.58,0.91,0.84,3.34,5.32,-0.862,0.0293,0,0.001,0.023,-,-,0.33,0.33,1.06B,899.96M,0.001,0,0.761,-0.0042,0.0188,3.19,0.0063,0.039,0.1257,0.1554,0.3027,0.1376,0.0162,0.0115,2.3,1.51,0.75,0.0221,0.072,0.1327,-0.0229,0.3557,65.57,54.63,4-Nov-2017
308,MGM,MGM Resorts International,Services,Resorts & Casinos,USA,17.74B,18.45,31.26,0.0179,5301462,20.17,2.34,1.72,2.76,10.1,-,3.329,0.0141,0.035,0.155,0.107,0.9,0.9,1.95,2.03,567.46M,525.94M,0.101,-0.0104,0.787,0.0153,0.0498,3.25,0.0003,0.0117,-0.0188,0.0276,0.213,0.0843,0.0238,0.0203,2,1.44,0.67,0.0191,-0.0126,0.0281,-0.0978,0.2429,50.03,31.26,4-Nov-2017
309,MHK,Mohawk Industries Inc.,Consumer Goods,Home Furnishings & Fixtures,USA,19.03B,19.92,257.33,-0.0018,313829,17.47,2.59,2.08,2.97,146.18,53.45,0.501,-,0.089,0.16,0.117,1.2,0.7,0.18,0.45,73.96M,61.83M,0.001,-0.2705,0.79,-0.0009,0.014,1.77,-0.0265,0.0046,0.0319,0.0993,0.454,0.2887,0.014,0.0134,1.9,1.34,3.73,-0.0114,0.0078,0.0732,-0.0415,0.4661,46.53,257.33,4-Nov-2017
310,MKC,McCormick & Company Incorporated,Consumer Goods,Processed & Packaged Goods,USA,12.64B,26.84,96.9,-0.0117,1108685,20.83,2.54,2.77,4.85,76.12,53.99,0.186,0.0194,0.075,0.24,0.159,0.9,0.5,1.86,2.13,130.48M,124.77M,0.0029,-0.0283,0.797,0.0097,0.0638,7.15,-0.0248,-0.0144,0.0195,-0.0351,0.0215,0.0383,0.0173,0.0115,2.8,0.51,1.54,-0.0189,-0.0115,-0.0174,-0.0901,0.0932,42.01,96.9,4-Nov-2017
